claim_id,product_id,product_category,product_name,serial_number,purchase_date,purchase_price,warranty_start_date,warranty_duration_days,warranty_expiry_date,fault_occurrence_date,fault_type,fault_description,damage_type,claim_submission_date,product_age_days,has_receipt,has_warranty_card,has_product_image,serial_number_match,repair_count,repair_authorized,previous_replacement,is_duplicate_claim,class_label
CLM-01011,PRD-01011,Appliances,Microwave Oven,SN-2BE4A2E2DD,2024-02-23,2294.77,2024-02-23,730,2026-02-22,2024-07-27,Motor Failure,Motor Failure reported by customer.,Accidental Damage,2024-07-29,157,True,False,True,True,1,True,False,False,ManualReview
CLM-00615,PRD-00615,Appliances,Air Conditioner,SN-90DF231356,2025-09-05,1750.63,2025-09-05,1095,2028-09-04,2029-01-06,Drainage Issue,Drainage Issue reported by customer.,Cosmetic Damage,2029-01-07,1220,True,True,True,True,0,True,False,False,Invalid
CLM-00966,PRD-00966,Furniture,Bed Frame,SN-BBBFBD70C0,2025-01-31,2466.3,2025-01-31,365,2026-01-31,2025-09-07,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Structural Damage,2025-09-12,224,True,True,True,False,1,True,False,False,Invalid
CLM-01274,PRD-01274,Appliances,Refrigerator,SN-55E747BE36,2023-08-11,1235.8,2023-08-11,1095,2026-08-10,2024-11-15,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Manufacturing Defect,2024-11-18,465,False,True,True,True,1,True,False,False,ManualReview
CLM-00590,PRD-00590,Appliances,Dishwasher,SN-34B8A58B0F,2026-07-12,562.17,2026-07-12,730,2028-07-11,2029-01-08,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Manufacturing Defect,2029-01-13,916,True,True,True,True,0,True,False,False,Invalid
CLM-01289,PRD-01289,Appliances,Air Conditioner,SN-9BFE812148,2024-11-21,185.5,2024-11-21,730,2026-11-21,2025-09-01,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Accidental Damage,2025-09-02,285,True,True,True,True,3,False,False,False,ManualReview
CLM-00632,PRD-00632,Furniture,Office Chair,SN-5DA2B4E400,2024-01-25,84.8,2024-01-25,1095,2027-01-24,2024-11-30,Normal Wear and Tear,Normal Wear and Tear - not covered under warranty terms.,Structural Damage,2024-12-04,314,True,True,True,True,0,True,False,False,Invalid
CLM-00244,PRD-00244,Furniture,Bed Frame,SN-D92B2D4708,2025-10-01,1348.48,2025-10-01,1095,2028-09-30,2026-11-23,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Wear and Tear,2026-11-26,421,True,True,True,True,1,True,False,False,Valid
CLM-01375,PRD-01375,Furniture,Sofa,SN-D5FA8F2573,2023-07-08,2260.43,2023-07-08,365,2024-07-07,2023-10-03,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Manufacturing Defect,2023-10-06,90,True,True,True,True,3,False,False,False,ManualReview
CLM-01452,PRD-01452,Electronics,Television,SN-A7FD9694AA,2026-08-28,1223.97,2026-08-28,730,2028-08-27,2028-08-17,Battery Failure,Battery Failure reported by customer.,Manufacturing Defect,2028-08-20,723,True,True,True,True,1,True,False,False,ManualReview
CLM-00765,PRD-00765,Furniture,Bookshelf,SN-31EAAF6244,2023-06-03,687.99,2023-06-03,1095,2026-06-02,2024-12-31,Misuse Damage,Misuse Damage - not covered under warranty terms.,Manufacturing Defect,2025-01-03,580,True,True,True,True,1,True,False,False,Invalid
CLM-00988,PRD-00988,Electronics,Headphones,SN-9BCCCDE61E,2024-01-15,2373.4,2024-01-15,365,2025-01-14,2024-03-08,Screen Malfunction,Screen Malfunction reported by customer.,Accidental Damage,2024-03-09,54,True,True,True,False,1,True,False,False,Invalid
CLM-00412,PRD-00412,Electronics,Smartphone,SN-2DACAB42F2,2024-08-23,2013.91,2024-08-23,730,2026-08-23,2024-12-02,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Electrical Fault,2024-12-03,102,True,True,True,True,1,True,False,False,Valid
CLM-01421,PRD-01421,Appliances,Refrigerator,SN-ADDE883089,2025-07-14,2361.18,2025-07-14,730,2027-07-14,2026-05-28,Motor Failure,"Stopped working, not sure why",Electrical Fault,2026-05-30,320,True,True,True,True,0,True,False,False,ManualReview
CLM-01226,PRD-01226,Electronics,Headphones,SN-4F9B0D5C68,2024-09-17,1431.24,2024-09-17,730,2026-09-17,2024-09-28,Charging Port Issue,Charging Port Issue reported by customer.,Accidental Damage,2024-09-30,13,True,False,True,True,0,True,False,False,ManualReview
CLM-00309,PRD-00309,Electronics,Headphones,SN-497A1C65E4,2023-05-15,1504.51,2023-05-15,365,2024-05-14,2023-11-10,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Manufacturing Defect,2023-11-11,180,True,True,True,True,1,True,False,False,Valid
CLM-00882,PRD-00882,Appliances,Refrigerator,SN-1B53791A1C,2024-04-04,1665.95,2024-04-04,730,2026-04-04,2026-08-14,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Electrical Fault,2026-08-15,863,True,True,True,True,0,True,False,False,Invalid
CLM-00399,PRD-00399,Electronics,Tablet,SN-5B04995A76,2026-03-06,1102.05,2026-03-06,730,2028-03-05,2026-03-14,Software Fault,Software Fault reported by customer during normal use.,Electrical Fault,2026-03-15,9,True,True,True,True,1,True,False,False,Valid
CLM-00371,PRD-00371,Furniture,Bed Frame,SN-2CD153BEDB,2025-04-18,782.19,2025-04-18,365,2026-04-18,2025-12-31,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Cosmetic Damage,2026-01-05,262,True,True,True,True,1,True,False,False,Valid
CLM-00055,PRD-00055,Appliances,Microwave Oven,SN-BAADA0F41F,2026-03-14,729.41,2026-03-14,730,2028-03-13,2026-12-21,Compressor Fault,Compressor Fault reported by customer during normal use.,Cosmetic Damage,2026-12-25,286,True,True,True,True,1,True,False,False,Valid
CLM-01339,PRD-01339,Furniture,Bed Frame,SN-788E25B648,2023-11-02,1438.98,2023-11-02,365,2024-11-01,2024-10-22,Structural Frame Defect,Structural Frame Defect reported by customer.,Cosmetic Damage,2024-10-25,358,True,True,True,True,0,True,False,False,ManualReview
CLM-01183,PRD-01183,Appliances,Refrigerator,SN-C4F4A599A5,2026-03-12,2055.39,2026-03-12,1095,2029-03-11,2027-02-16,Compressor Fault,Makes strange noise occasionally,Electrical Fault,2027-02-21,346,True,True,True,True,1,True,False,False,ManualReview
CLM-00313,PRD-00313,Furniture,Bed Frame,SN-DA9289BF36,2023-02-10,2246.65,2023-02-10,365,2024-02-10,2023-08-09,Material Defect,Material Defect reported by customer during normal use.,Manufacturing Defect,2023-08-13,184,True,True,True,True,0,True,False,False,Valid
CLM-00922,PRD-00922,Electronics,Smartphone,SN-4FA6037A5A,2026-07-13,1073.71,2026-07-13,365,2027-07-13,2026-10-11,Software Fault,Software Fault reported by customer.,Cosmetic Damage,2026-10-13,92,True,True,True,False,1,True,False,False,Invalid
CLM-00110,PRD-00110,Appliances,Washing Machine,SN-930DAB974E,2026-01-09,1875.67,2026-01-09,730,2028-01-09,2027-01-07,Drainage Issue,Drainage Issue reported by customer during normal use.,Wear and Tear,2027-01-09,365,True,True,True,True,1,True,False,False,Valid
CLM-00719,PRD-00719,Furniture,Sofa,SN-309CB9C1BC,2025-01-30,1330.52,2025-01-30,1095,2028-01-30,2027-04-30,Misuse Damage,Misuse Damage - not covered under warranty terms.,Manufacturing Defect,2027-05-05,825,True,True,True,True,0,True,False,False,Invalid
CLM-00692,PRD-00692,Electronics,Tablet,SN-47728695FA,2026-06-03,1695.32,2026-06-03,730,2028-06-02,2027-10-20,Battery Failure,Battery Failure reported by customer.,Structural Damage,2027-10-23,507,True,True,True,True,0,True,True,False,Invalid
CLM-00101,PRD-00101,Appliances,Washing Machine,SN-A12C42569C,2024-12-03,2183.79,2024-12-03,730,2026-12-03,2025-09-02,Thermostat Malfunction,Thermostat Malfunction reported by customer during normal use.,Manufacturing Defect,2025-09-05,276,True,True,True,True,0,True,False,False,Valid
CLM-01126,PRD-01126,Furniture,Sofa,SN-A5A21704FA,2022-10-24,2034.52,2022-10-24,365,2023-10-24,2023-04-19,Structural Frame Defect,"Minor issue, hard to describe",Accidental Damage,2023-04-21,179,True,True,True,True,0,True,False,False,ManualReview
CLM-00670,PRD-00670,Furniture,Dining Table,SN-2678962BF9,2024-12-07,2149.59,2024-12-07,365,2025-12-07,2025-05-02,Material Defect,Material Defect reported by customer.,Wear and Tear,2025-05-03,147,True,True,True,True,1,True,True,False,Invalid
CLM-01376,PRD-01376,Furniture,Bed Frame,SN-4E04CE61EB,2025-08-19,751.78,2025-08-19,1095,2028-08-18,2026-10-10,Material Defect,Material Defect reported by customer.,Manufacturing Defect,2026-10-11,418,True,True,False,True,1,True,False,False,ManualReview
CLM-00267,PRD-00267,Electronics,Smartphone,SN-FBBC27D5C2,2024-05-09,1139.6,2024-05-09,365,2025-05-09,2024-06-25,Battery Failure,Battery Failure reported by customer during normal use.,Manufacturing Defect,2024-06-27,49,True,True,True,True,1,True,False,False,Valid
CLM-00679,PRD-00679,Appliances,Microwave Oven,SN-E2529B8008,2024-03-06,183.43,2024-03-06,1095,2027-03-06,2026-12-27,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Accidental Damage,2027-01-01,1031,True,True,True,True,1,True,True,False,Invalid
CLM-00297,PRD-00297,Electronics,Headphones,SN-725356F7A0,2023-12-15,564.2,2023-12-15,365,2024-12-14,2024-11-03,Overheating,Overheating reported by customer during normal use.,Cosmetic Damage,2024-11-07,328,True,True,True,True,1,True,False,False,Valid
CLM-00530,PRD-00530,Furniture,Sofa,SN-82E3AA336C,2025-04-28,1614.37,2025-04-28,1095,2028-04-27,2028-05-24,Upholstery Tear,Upholstery Tear reported by customer.,Accidental Damage,2028-05-26,1124,True,True,True,True,0,True,False,False,Invalid
CLM-00945,PRD-00945,Appliances,Refrigerator,SN-7C4A1D3061,2025-02-06,1755.09,2025-02-06,730,2027-02-06,2025-08-29,Improper Installation Damage,Improper Installation Damage - not covered under warranty terms.,Wear and Tear,2025-08-30,205,True,True,True,True,1,True,False,False,Invalid
CLM-01014,PRD-01014,Furniture,Office Chair,SN-8DF664B2F0,2026-04-17,2307.93,2026-04-17,365,2027-04-17,2027-01-17,Material Defect,Material Defect reported by customer.,Electrical Fault,2027-01-22,280,True,True,True,True,1,True,False,True,ManualReview
CLM-00951,PRD-00951,Appliances,Air Conditioner,SN-FB109CF4AC,2025-10-30,356.83,2025-10-30,1095,2028-10-29,2025-12-10,Power Surge Damage,Power Surge Damage - not covered under warranty terms.,Manufacturing Defect,2025-12-14,45,True,True,True,True,1,True,False,False,Invalid
CLM-00378,PRD-00378,Electronics,Headphones,SN-FC712C4D1E,2024-09-17,99.57,2024-09-17,730,2026-09-17,2026-02-06,Charging Port Issue,Charging Port Issue reported by customer during normal use.,Accidental Damage,2026-02-07,508,True,True,True,True,1,True,False,False,Valid
CLM-00287,PRD-00287,Electronics,Television,SN-4E107C5119,2023-09-24,1171.0,2023-09-24,730,2025-09-23,2025-03-19,Software Fault,Software Fault reported by customer during normal use.,Cosmetic Damage,2025-03-22,545,True,True,True,True,1,True,False,False,Valid
CLM-01439,PRD-01439,Furniture,Bed Frame,SN-3B53255F74,2022-11-07,540.3,2022-11-07,365,2023-11-07,2022-11-12,Material Defect,Material Defect reported by customer.,Wear and Tear,2022-11-15,8,True,True,True,True,3,False,False,False,ManualReview
CLM-00731,PRD-00731,Furniture,Office Chair,SN-BEF77A6054,2026-06-26,210.48,2026-06-26,365,2027-06-26,2026-07-06,Upholstery Tear,Upholstery Tear reported by customer.,Manufacturing Defect,2026-07-11,15,True,True,True,False,1,True,False,False,Invalid
CLM-00127,PRD-00127,Appliances,Air Conditioner,SN-E71D342B28,2022-12-19,2496.54,2022-12-19,730,2024-12-18,2024-05-05,Motor Failure,Motor Failure reported by customer during normal use.,Electrical Fault,2024-05-09,507,True,True,True,True,1,True,False,False,Valid
CLM-00328,PRD-00328,Electronics,Tablet,SN-263D11937E,2023-08-19,596.8,2023-08-19,365,2024-08-18,2024-04-15,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Electrical Fault,2024-04-18,243,True,True,True,True,0,True,False,False,Valid
CLM-00293,PRD-00293,Furniture,Bed Frame,SN-3C97FD5FA1,2026-08-10,2107.73,2026-08-10,1095,2029-08-09,2026-10-15,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Wear and Tear,2026-10-17,68,True,True,True,True,1,True,False,False,Valid
CLM-00549,PRD-00549,Appliances,Washing Machine,SN-566DDB18DD,2025-09-23,1302.62,2025-09-23,1095,2028-09-22,2028-12-21,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Manufacturing Defect,2028-12-23,1187,True,True,True,True,0,True,False,False,Invalid
CLM-00728,PRD-00728,Furniture,Bed Frame,SN-822C3AC35E,2025-10-11,2143.16,2025-10-11,1095,2028-10-10,2027-11-23,Material Defect,Material Defect reported by customer.,Electrical Fault,2027-11-28,778,True,True,True,False,0,True,False,False,Invalid
CLM-00909,PRD-00909,Electronics,Tablet,SN-E88750FF27,2023-12-13,1293.19,2023-12-13,365,2024-12-12,2024-03-09,Charging Port Issue,Charging Port Issue reported by customer.,Cosmetic Damage,2024-03-11,89,True,True,True,True,1,True,True,False,Invalid
CLM-00356,PRD-00356,Furniture,Bookshelf,SN-2EE42F9DD8,2023-11-17,1680.55,2023-11-17,1095,2026-11-16,2025-07-15,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Electrical Fault,2025-07-17,608,True,True,True,True,0,True,False,False,Valid
CLM-00171,PRD-00171,Appliances,Refrigerator,SN-1471724753,2025-07-24,2437.9,2025-07-24,730,2027-07-24,2026-12-25,Drainage Issue,Drainage Issue reported by customer during normal use.,Structural Damage,2026-12-30,524,True,True,True,True,0,True,False,False,Valid
CLM-00967,PRD-00967,Furniture,Dining Table,SN-2AB88FA70D,2026-03-10,2151.91,2026-03-10,1095,2029-03-09,2026-08-23,Structural Frame Defect,Structural Frame Defect reported by customer.,Electrical Fault,2026-08-24,167,True,True,True,False,1,True,False,False,Invalid
CLM-01134,PRD-01134,Appliances,Microwave Oven,SN-3B35CE3657,2022-09-29,2331.55,2022-09-29,730,2024-09-28,2023-10-26,Drainage Issue,Drainage Issue reported by customer.,Wear and Tear,2023-10-27,393,True,True,True,True,0,True,False,True,ManualReview
CLM-00652,PRD-00652,Furniture,Office Chair,SN-126802E570,2025-08-14,2414.14,2025-08-14,1095,2028-08-13,2028-08-25,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Manufacturing Defect,2028-08-28,1110,True,True,True,True,1,True,False,False,Invalid
CLM-00210,PRD-00210,Furniture,Bookshelf,SN-3D0ED075EF,2023-06-15,2063.07,2023-06-15,1095,2026-06-14,2024-07-13,Structural Frame Defect,Structural Frame Defect reported by customer during normal use.,Manufacturing Defect,2024-07-14,395,True,True,True,True,0,True,False,False,Valid
CLM-01398,PRD-01398,Appliances,Air Conditioner,SN-38F728748C,2025-04-19,467.62,2025-04-19,1095,2028-04-18,2028-04-09,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Structural Damage,2028-04-11,1088,True,True,True,True,0,True,False,False,ManualReview
CLM-00141,PRD-00141,Furniture,Bookshelf,SN-38B0239F24,2025-07-31,1684.47,2025-07-31,1095,2028-07-30,2025-11-24,Material Defect,Material Defect reported by customer during normal use.,Wear and Tear,2025-11-25,117,True,True,True,True,0,True,False,False,Valid
CLM-01084,PRD-01084,Appliances,Dishwasher,SN-5857B33F81,2024-11-13,510.49,2024-11-13,730,2026-11-13,2026-07-01,Electrical Short Circuit,Electrical Short Circuit reported by customer.,Electrical Fault,2026-07-02,596,True,True,True,True,1,False,False,False,ManualReview
CLM-00991,PRD-00991,Electronics,Headphones,SN-859CA564F3,2023-01-17,2357.45,2023-01-17,365,2024-01-17,2023-10-20,Battery Failure,Battery Failure reported by customer.,Accidental Damage,2023-10-22,278,True,True,True,True,1,True,True,False,Invalid
CLM-00651,PRD-00651,Appliances,Washing Machine,SN-6BC3DDE8FE,2023-09-09,392.86,2023-09-09,1095,2026-09-08,2025-11-17,Power Surge Damage,Power Surge Damage - not covered under warranty terms.,Manufacturing Defect,2025-11-18,801,True,True,True,True,0,True,False,False,Invalid
CLM-01189,PRD-01189,Furniture,Bookshelf,SN-DD312024B4,2023-02-28,1852.89,2023-02-28,365,2024-02-28,2023-08-13,Joint/Hinge Failure,Joint/Hinge Failure reported by customer.,Wear and Tear,2023-08-17,170,True,True,True,True,1,True,False,True,ManualReview
CLM-01499,PRD-01499,Furniture,Office Chair,SN-B7A5442FDC,2026-05-26,1254.22,2026-05-26,365,2027-05-26,2027-02-09,Material Defect,Material Defect reported by customer.,Accidental Damage,2027-02-14,264,True,False,True,True,1,True,False,False,ManualReview
CLM-00486,PRD-00486,Appliances,Dishwasher,SN-3B13C2CEF7,2026-07-31,1025.42,2026-07-31,1095,2029-07-30,2027-11-14,Motor Failure,Motor Failure reported by customer during normal use.,Cosmetic Damage,2027-11-18,475,True,True,True,True,0,True,False,False,Valid
CLM-00528,PRD-00528,Appliances,Washing Machine,SN-93D96F0C74,2026-08-19,659.96,2026-08-19,730,2028-08-18,2028-12-13,Compressor Fault,Compressor Fault reported by customer.,Wear and Tear,2028-12-14,848,True,True,True,True,1,True,False,False,Invalid
CLM-00200,PRD-00200,Furniture,Office Chair,SN-446B62B1FA,2023-07-09,1270.75,2023-07-09,365,2024-07-08,2024-03-23,Joint/Hinge Failure,Joint/Hinge Failure reported by customer during normal use.,Electrical Fault,2024-03-24,259,True,True,True,True,1,True,False,False,Valid
CLM-00890,PRD-00890,Appliances,Air Conditioner,SN-B1F8A52391,2024-01-16,558.06,2024-01-16,730,2026-01-15,2026-06-24,Motor Failure,Motor Failure reported by customer.,Electrical Fault,2026-06-28,894,True,True,True,True,0,True,False,False,Invalid
CLM-00845,PRD-00845,Appliances,Dishwasher,SN-3AC736D6B6,2024-05-25,62.64,2024-05-25,1095,2027-05-25,2027-05-30,Drainage Issue,Drainage Issue reported by customer.,Accidental Damage,2027-06-01,1102,True,True,True,True,0,True,False,False,Invalid
CLM-01069,PRD-01069,Electronics,Television,SN-B078E05512,2023-01-12,577.2,2023-01-12,365,2024-01-12,2023-03-19,Charging Port Issue,Charging Port Issue reported by customer.,Accidental Damage,2023-03-20,67,True,True,True,True,2,False,False,False,ManualReview
CLM-01206,PRD-01206,Appliances,Dishwasher,SN-E091FC9A67,2026-01-29,1687.82,2026-01-29,1095,2029-01-28,2027-05-21,Motor Failure,Motor Failure reported by customer.,Wear and Tear,2027-05-23,479,True,True,True,True,1,False,False,False,ManualReview
CLM-01055,PRD-01055,Appliances,Refrigerator,SN-D3A688060A,2022-11-30,2013.26,2022-11-30,1095,2025-11-29,2025-03-06,Compressor Fault,"Minor issue, hard to describe",Wear and Tear,2025-03-09,830,True,True,True,True,1,True,False,False,ManualReview
CLM-00011,PRD-00011,Furniture,Bookshelf,SN-6B54B154FE,2025-11-26,1099.66,2025-11-26,1095,2028-11-25,2026-09-05,Upholstery Tear,Upholstery Tear reported by customer during normal use.,Accidental Damage,2026-09-10,288,True,True,True,True,1,True,False,False,Valid
CLM-00148,PRD-00148,Electronics,Smartphone,SN-81EC536A2D,2024-01-23,533.32,2024-01-23,365,2025-01-22,2024-04-23,Screen Malfunction,Screen Malfunction reported by customer during normal use.,Cosmetic Damage,2024-04-27,95,True,True,True,True,0,True,False,False,Valid
CLM-00722,PRD-00722,Appliances,Air Conditioner,SN-2EA7759943,2023-06-14,1931.6,2023-06-14,1095,2026-06-13,2026-03-31,Thermostat Malfunction,Thermostat Malfunction reported by customer.,Manufacturing Defect,2026-04-02,1023,True,True,True,False,0,True,False,False,Invalid
